game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating
108,1,91,Resign,1,10+0,totoymate,1721,avelez8,1750
109,1,137,Out of Time,1,10+0,avelez8,1746,frynoodles,1487
110,1,46,Resign,0,10+0,jdalcheco,1744,avelez8,1735
111,1,18,Resign,0,10+0,avelez8,1749,yolandoparada,1631
112,1,28,Resign,0,10+0,avelez8,1769,murattibogurcu,1396
113,1,40,Resign,0,5+8,cdvh,1795,hunecel,1760
114,1,111,Mate,1,15+0,hafedfree,1729,cdvh,1795
115,1,54,Mate,0,10+0,decem,1795,cdvh,1784
116,1,33,Resign,1,10+0,cdvh,1770,japcan,1872
117,1,90,Resign,0,10+0,cdvh,1783,raubstein,1721
118,1,90,Resign,0,10+0,ashishbarda,1884,cdvh,1768
119,1,40,Mate,0,10+0,omid163,1756,cdvh,1756
120,1,49,Out of Time,1,8+0,cdvh,1724,capito2017,1958
121,1,50,Resign,0,10+0,chess-brahs,2036,cdvh,1706
122,1,59,Mate,1,10+0,cdvh,1706,dashy1,925
123,1,26,Out of Time,0,15+15,mosheaugustyn,1244,sassou,1219
124,1,23,Mate,1,15+15,sassou,1215,memoryberat,921
125,1,118,Mate,0,15+15,fatmat,1350,sassou,1201
126,1,66,Mate,0,15+15,sassou,1210,alpheus23,1280
127,1,120,Draw,0.5,15+15,sureka_akshat,1139,sassou,1212
128,1,36,Mate,0,15+15,sassou,1220,kapi77,1341
129,1,26,Mate,0,15+15,sassou,1234,cohiba_313,1359
130,1,62,Resign,0,15+15,sassou,1275,bagelsfu,1236
131,1,37,Resign,1,15+15,sabayossi,1433,sassou,1282
132,1,24,Resign,0,15+15,trelynn17,1132,sassou,1276
133,0,47,Resign,1,30+2,sassou,1276,maougnassou,1308
134,1,37,Resign,0,15+15,laeufer26,1228,sassou,1266
135,1,24,Resign,0,15+15,sassou,1273,popsun,1409
136,1,9,Resign,1,15+15,mdaboczi,1338,sassou,1277
137,1,47,Mate,1,15+15,sassou,1263,marktop1,1336
138,1,85,Mate,1,15+15,rougethunder,1316,sassou,1273
139,1,39,Mate,1,15+15,sassou,1248,shobik24,1253
140,1,58,Mate,0,15+15,maninayebi,1335,sassou,1233
141,1,95,Mate,1,15+15,sassou,1223,agilm,1189
142,1,2,Resign,0,15+15,pune123,1443,sassou,1204
143,1,97,Mate,1,15+15,failedocean,1227,sassou,1216
144,1,12,Draw,0.5,15+15,sassou,1215,lumipa,1219
145,1,30,Resign,1,15+15,fastandbulbous420,1227,sassou,1227
146,1,43,Mate,1,10+0,minimouf,1550,sassou,1225
147,1,11,Resign,1,15+15,goodolddaystr,1325,sassou,1234
148,1,72,Mate,0,15+15,gonzalogp98,1212,sassou,1221
149,1,156,Mate,0,15+15,sassou,1226,vladimir_shindin,1478
150,1,18,Resign,0,25+0,sassou,1228,martin74,1626
151,0,77,Mate,1,10+2,gotochess,1191,sassou,1228
152,1,32,Resign,0,30+0,quent0,1422,sassou,1210
153,1,35,Resign,1,15+15,dangerflaps,1186,sassou,1223
154,1,85,Mate,1,15+15,sassou,1212,shazzam9999,1212
155,1,50,Resign,0,15+15,sassou,1228,chessn00b47,1343
156,1,111,Resign,1,10+10,japonxino,1865,isachess,1862
157,1,65,Out of Time,1,7+2,isachess,1852,roshan_ie,1852
158,1,73,Resign,1,15+0,cliff_walker,1833,isachess,1863
159,1,125,Resign,1,15+0,isachess,1851,sergej1956,1918
160,1,76,Resign,0,15+0,isachess,1861,pogrib,1844
161,1,65,Out of Time,1,10+0,isachess,1853,tartetatin,1774
162,1,41,Mate,1,10+0,juncinmestrella,1910,isachess,1862
163,1,59,Resign,1,10+0,isachess,1851,robinhood76,1890
164,1,70,Resign,0,15+5,tohaimr7,1860,isachess,1840
165,1,34,Resign,1,25+25,zpectral-chess,1828,isachess,1848
166,1,69,Out of Time,1,8+0,javier_temperley,1855,isachess,1858
167,1,63,Resign,1,10+10,isachess,1847,jadesummer,1895
168,1,107,Resign,1,10+10,jadesummer,1885,isachess,1856
169,1,58,Resign,1,30+0,isachess,1847,borvel,1802
170,0,34,Resign,0,20+5,isachess,1847,homayoni,1856
171,1,100,Out of Time,0,15+0,demetrio50,1840,isachess,1837
172,1,80,Resign,0,5+5,isachess,1848,maxpiz5,1806
173,1,44,Resign,0,15+0,isachess,1860,philiveykk,1820
174,1,40,Out of Time,0,10+0,azcatdave,1854,isachess,1849
175,1,105,Out of Time,1,10+0,fikr,1895,isachess,1859
176,1,50,Resign,0,15+0,isachess,1866,samdooley,1965
177,0,144,Out of Time,0.5,10+0,isachess,1866,teguhmaster,1843
178,0,81,Resign,0,10+0,nf3isstrong,1835,isachess,1866
179,1,69,Resign,0,15+0,isachess,1877,dzigibau,1860
180,1,77,Mate,1,7+8,edil1800,1849,isachess,1874
181,1,158,Mate,0,6+6,humb,1835,isachess,1865
182,1,107,Draw,0.5,15+5,isachess,1866,claudiucojo,1835
183,1,117,Mate,1,15+0,isachess,1856,abikhoshnavaz,1829
184,1,44,Resign,1,10+0,isachess,1845,sakkkakas,1846
185,1,40,Resign,0,15+0,seetripuu,1834,isachess,1835
186,1,59,Resign,1,15+5,seif22,1846,isachess,1845
187,0,110,Resign,0,10+0,isachess,1845,nicolo97,1917
188,1,30,Resign,0,15+0,isachess,1858,tajbo4,1790
189,1,54,Resign,0,10+0,nespil,1871,isachess,1847
190,1,69,Resign,0,10+0,isachess,1846,turix,1869
191,1,178,Mate,0,16+0,sergeylobanov,1843,isachess,1836
192,1,136,Resign,0,15+0,clown_with_a_knife,1800,isachess,1826
193,0,124,Mate,0,8+0,taranga,1283,whfo,1267
194,1,96,Resign,0,10+4,phileasfrog,1290,taranga,1270
195,1,53,Out of Time,1,12+0,patrizio67,1331,taranga,1281
196,1,39,Mate,1,10+0,piroz_xucestih,1304,taranga,1292
197,1,10,Mate,0,10+0,taranga,1305,piroz_xucestih,1293
198,1,51,Mate,1,10+0,lelik3310,1308,taranga,1317
199,1,18,Resign,0,15+0,cesar1945,1296,taranga,1305
200,0,106,Mate,0,30+0,marmoraka5,968,taranga,1305
201,0,38,Mate,0,15+15,taranga,1293,vikrant_dalvi,1466
202,1,59,Mate,1,7+2,xapoh,1500,taranga,1299
203,1,111,Mate,1,7+2,taranga,1288,jamila1234,1232
204,1,28,Resign,0,7+2,taranga,1289,hknight_chess,2108
205,0,101,Out of Time,1,7+2,blassterkal,1431,taranga,1289
206,0,15,Mate,1,7+2,striker123,1806,taranga,1289
207,0,42,Resign,1,7+2,taranga,1289,yugesh_naidu,1311
208,0,118,Resign,0,7+2,blassterkal,1431,taranga,1289
209,0,34,Resign,0,7+2,taranga,1289,andreas636,1484
210,0,60,Resign,0,7+2,taranga,1289,armourbuddy,1810
211,0,66,Resign,0,7+2,striker123,1806,taranga,1289
212,0,21,Out of Time,1,5+8,taranga,1289,snapper,1500
213,1,73,Mate,1,15+1,moon50,1409,taranga,1297
214,1,159,Mate,1,15+1,taranga,1280,moon50,1485
215,0,74,Resign,1,15+0,taranga,1280,italiantranslator,1211
216,0,28,Mate,0,15+0,italiantranslator,1211,taranga,1280
217,1,112,Mate,0,10+0,taranga,1281,naoufel,1765
218,1,104,Resign,0,15+1,taranga,1288,moon50,1454
219,1,40,Mate,0,15+1,moon50,1560,taranga,1270
220,1,44,Mate,0,15+1,taranga,1274,moon50,1534
221,1,150,Draw,0.5,15+1,taranga,1259,moon50,1663
222,1,60,Mate,0,10+0,trotil45,1614,taranga,1238
223,1,37,Mate,1,10+0,taranga,1221,hsanderr,1417
224,1,88,Out of Time,0,10+0,taranga,1222,madara21,1732
225,1,113,Mate,1,10+0,hallowdance,1232,taranga,1234
226,1,55,Mate,1,20+5,taranga,1240,kingofchess2017,1219
227,1,135,Mate,1,10+0,harrygz,1590,dbschultz,1600
228,1,137,Draw,0.5,10+0,rinoooo,1568,dbschultz,1617
229,1,97,Out of Time,1,10+0,dbschultz,1500,nienkotter,1358
230,0,33,Resign,0,10+2,thegrim123321,1384,robin512,1325
231,0,29,Resign,0,30+0,thegrim123321,1384,jdominguez,1265
232,0,55,Resign,0,2+10,thegrim123321,1384,sam7neeee,1950
233,1,91,Resign,1,20+10,thegrim123321,1377,batatinhaazul,1249
234,1,53,Resign,1,9+0,kingestee33,1375,thegrim123321,1389
235,1,49,Mate,1,10+2,thegrim123321,1378,baconneggs,1361
236,1,48,Mate,0,10+2,deragon63,1261,thegrim123321,1371
237,1,20,Resign,0,10+9,thegrim123321,1380,brainiac007,1429
238,1,87,Mate,1,10+0,thegrim123321,1369,danilo1961,1368
239,1,11,Resign,1,10+0,piechess97,1290,thegrim123321,1371
240,1,110,Draw,0.5,15+3,thegrim123321,1372,merthy70,1326
241,1,24,Resign,1,6+7,thekingdomcome,1361,thegrim123321,1383
242,1,23,Resign,1,15+15,rookreversal,1217,thegrim123321,1399
243,1,81,Mate,1,15+30,thegrim123321,1387,ranie123,1447
244,0,34,Resign,0,20+0,arrigo,1474,thegrim123321,1387
245,1,103,Mate,1,15+2,thegrim123321,1377,tecnoch,1351
246,1,29,Resign,0,30+10,thegrim123321,1389,dantesmontecristo,1339
247,0,22,Resign,0,30+15,thegrim123321,1389,gallosantoss,1400
248,0,38,Resign,1,10+0,morficle,1849,thegrim123321,1389
249,1,46,Mate,0,8+0,annael88,1395,thegrim123321,1378
250,1,23,Out of Time,1,5+5,thegrim123321,1370,ziogasparo14,1257
251,1,31,Resign,1,10+3,thegrim123321,1360,tcgil,1332
252,0,51,Resign,1,10+0,andre94,1311,thegrim123321,1360
253,0,87,Mate,1,20+0,lanas2007,1714,thegrim123321,1360
254,1,31,Mate,1,45+30,thegrim123321,1354,onafets26,1217
255,1,38,Resign,0,15+15,shivcool,1245,thegrim123321,1346
256,0,43,Resign,1,10+4,thegrim123321,1346,batuhh,1099
257,1,105,Resign,1,9+2,thegrim123321,1336,an73r05,1287
258,0,87,Out of Time,1,10+0,eideral,1580,krishubhi,1555
259,0,36,Mate,0,10+0,krishubhi,1555,eideral,1580
260,1,38,Resign,0,6+6,myalcin64,1649,eideral,1547
261,1,110,Resign,0,8+0,tutubelezza,1426,eideral,1527
262,1,48,Resign,0,15+0,eideral,1557,fva,1547
263,0,95,Mate,1,5+8,eideral,1557,maumau62,1607
264,0,70,Mate,0,5+8,maumau62,1607,eideral,1557
265,0,42,Resign,1,10+0,eideral,1557,arebest95,1632
266,1,177,Out of Time,1,10+3,au118,1535,eideral,1609
267,1,114,Mate,0,10+2,abel4865,1713,eideral,1558
268,1,57,Resign,1,10+2,eideral,1497,abel4865,1730
269,1,57,Resign,1,7+3,tca1004,1437,eideral,1552
270,0,82,Draw,0.5,10+0,pkgirpade,1516,eideral,1552
271,1,29,Mate,1,7+3,eideral,1513,atorius,1456
272,1,70,Resign,0,10+0,pablocas,1355,eideral,1478
273,1,97,Mate,1,10+0,tabellaria,1638,grubear,1614
274,1,99,Resign,1,6+5,tabellaria,1613,rangelelbano,1934
275,0,74,Resign,0,10+0,f2f,1865,tabellaria,1613
276,1,48,Mate,0,8+0,playforpleasure,1776,tabellaria,1587
277,1,77,Mate,1,15+0,tabellaria,1568,mattieuw2,1593
278,1,80,Resign,0,15+0,mattieuw2,1605,tabellaria,1546
279,1,35,Resign,1,8+0,tabellaria,1518,snowden,1709
280,1,33,Resign,1,10+0,sombragris,1728,tabellaria,1527
281,1,87,Mate,1,10+0,tabellaria,1515,blackphish,1379
282,1,40,Resign,0,10+0,tabellaria,1538,jabar72,1501
283,1,54,Resign,0,10+0,jabar72,1511,tabellaria,1516
284,1,67,Resign,0,10+0,little---a,1464,tabellaria,1495
285,1,21,Mate,1,10+0,tabellaria,1470,little---a,1475
286,1,14,Mate,0,10+0,pasch0s,1490,tabellaria,1440
287,0,71,Resign,1,15+15,nadanadora,1611,xad55toque,1974
288,1,72,Out of Time,0,10+0,nadanadora,1611,xtreh,1945
289,1,62,Resign,0,10+0,vpull9,1584,nadanadora,1611
290,1,48,Resign,0,10+0,ramzaid,1942,nadanadora,1611
291,1,6,Out of Time,0,10+2,mejjes,1217,nadanadora,1611
292,1,69,Draw,0.5,20+0,nadanadora,1611,qaisahleyorof,2059
293,1,72,Resign,1,15+15,nadanadora,1611,googol100,1478
294,1,40,Mate,0,15+15,googol100,1486,nadanadora,1552
295,1,29,Mate,1,15+15,nadanadora,1453,googol100,1496
296,1,44,Resign,1,15+15,nadanadora,1340,gatorman,1326
297,1,59,Mate,1,10+0,corvusossifragus,1532,nadanadora,1500
298,1,115,Resign,1,10+0,doom12384,1560,ramirorldn,1557
299,1,70,Resign,0,10+0,doom12384,1571,vektor-mw,1577
300,1,36,Resign,0,10+0,doom12384,1580,eze33,1617
301,1,83,Resign,1,10+0,quarks_sparks,1531,doom12384,1593
302,1,99,Draw,0.5,10+0,lagos16,1449,doom12384,1597
303,1,43,Resign,1,10+0,pepe100,1743,doom12384,1604
304,1,89,Resign,1,10+0,runmael,1604,doom12384,1614
305,1,96,Resign,0,10+0,nitegazer,1550,doom12384,1605
306,0,116,Mate,0,10+0,pipppone,1630,doom12384,1605
307,0,78,Mate,0,15+0,dimalesh,1475,doom12384,1605
308,0,77,Mate,1,15+0,doom12384,1605,dimalesh,1475
309,0,70,Mate,0,15+0,dimalesh,1475,doom12384,1605
310,0,27,Resign,1,10+0,augustbecarre,1570,doom12384,1605
311,0,102,Resign,0,10+0,doom12384,1605,jejeh,1500
312,0,21,Resign,1,10+0,jejeh,1500,doom12384,1605
313,0,33,Resign,1,10+0,doom12384,1605,jejeh,1500
314,0,74,Resign,0,10+0,raavi,1513,doom12384,1605
315,1,65,Resign,1,25+5,ernestillo,1790,bwalmer,1874
316,1,81,Resign,1,25+5,bwalmer,1864,ajaysharma261253,1805
317,1,45,Resign,0,25+5,atilioss,1496,bwalmer,1861
318,1,52,Resign,1,25+5,bwalmer,1851,yura_kudelia_12,1853
319,1,51,Resign,1,10+0,spendius,1861,bwalmer,1863
320,1,48,Draw,0.5,10+0,tfeng,1618,wahana81,1609
321,1,20,Resign,0,10+0,wahana81,1620,tfeng,1607
322,1,50,Mate,0,10+0,tfeng,1621,ilkayus,1496
323,1,98,Resign,0,10+0,tfeng,1633,thesmallbang,1581
324,1,106,Mate,0,10+0,thesmallbang,1623,tfeng,1623
325,1,19,Resign,1,10+0,tfeng,1612,mikeu,1614
326,1,22,Resign,1,10+0,famiss11,1605,tfeng,1624
327,1,114,Draw,0.5,10+0,bishopkerry01,1693,tfeng,1621
328,1,69,Resign,0,10+0,tfeng,1631,bishopkerry01,1684
329,1,34,Mate,0,10+0,vineetg101,1636,tfeng,1619
330,1,40,Mate,0,10+0,tfeng,1613,kei0075,1617
331,1,108,Resign,0,10+0,tfeng,1627,facurezzo,1495
332,1,27,Resign,1,10+0,facurezzo,1480,tfeng,1643
333,1,63,Resign,1,10+0,tfeng,1631,wahidmahmom90,1652
334,1,31,Resign,1,10+0,toniors,1687,tfeng,1641
335,1,71,Resign,1,10+0,tfeng,1630,marcel55,1638
336,1,92,Mate,0,10+0,locomotora,1414,tfeng,1624
337,1,47,Mate,1,10+0,tfeng,1619,locomotora,1419
338,1,56,Resign,0,10+0,tfeng,1629,ewama,1659
339,1,48,Resign,1,10+0,ewama,1649,tfeng,1639
340,1,124,Resign,0,10+0,marcospe1964,1677,tfeng,1627
341,1,49,Mate,1,10+0,fox22634,1705,tfeng,1636
342,1,64,Resign,0,10+0,tfeng,1647,traverru,1635
343,1,29,Resign,1,10+0,tfeng,1637,tmanu,1627
344,1,45,Resign,1,10+0,tfeng,1626,mstelles,1631
345,1,96,Resign,0,10+0,micmeta,1602,tfeng,1615
346,1,92,Resign,0,10+0,shafer24,1634,tfeng,1603
347,1,40,Mate,0,10+0,ironboy,1611,tfeng,1591
348,1,123,Mate,1,10+0,tfeng,1579,ironboy,1623
349,1,129,Mate,1,10+0,hetismogelijk,1995,tfeng,1581
350,1,120,Mate,0,10+0,bomardan,1589,tfeng,1569
351,1,71,Draw,0.5,10+0,tfeng,1570,rmorais23,1555
352,1,97,Mate,1,10+0,tfeng,1559,eyany,1557
353,1,60,Resign,1,10+0,eyany,1546,tfeng,1571
354,1,57,Resign,1,10+0,dandisd,1550,tfeng,1567
355,1,38,Resign,1,5+7,tfeng,1560,agusfil,1419
356,1,111,Resign,1,8+0,yalicapkini,1840,tfeng,1564
357,1,119,Resign,0,10+0,guber1962,1660,tfeng,1549
358,1,33,Mate,1,10+0,tfeng,1534,gardoim,1678
359,1,32,Resign,1,10+0,tarekjrd,1789,tfeng,1538
360,1,96,Resign,0,15+0,rajapirka,1841,tienc12345,1921
361,1,92,Draw,0.5,8+10,tienc12345,1926,elham1,1737
362,1,64,Resign,0,8+2,albinas,1629,tienc12345,1887
363,1,10,Resign,0,5+5,valmasia3,1860,tienc12345,1712
364,1,85,Resign,1,20+8,tienc12345,1500,dmitriy8888,1568
365,1,40,Resign,0,10+0,joselito-carnaval,1780,arjunshenoyk,2132
366,1,58,Resign,0,10+0,rustam9,966,iamasd1,1124
367,1,26,Out of Time,0,15+15,halma,884,rustam9,951
368,1,4,Out of Time,0,15+15,rustam9,945,b3nszy,1070
369,1,118,Mate,0,10+0,rustam9,971,bohne,1149
370,1,11,Mate,1,15+15,cris865,1238,rustam9,985
371,1,163,Out of Time,0.5,10+0,rustam9,972,granham,1247
372,1,95,Mate,1,10+0,bilabrin,1107,rustam9,961
373,1,37,Resign,0,10+0,rustam9,974,fiksse,1129
374,1,101,Mate,1,10+2,raza00,1203,rustam9,970
375,1,80,Out of Time,0,10+0,rustam9,998,juniohispano,937
376,1,78,Resign,0,10+0,rustam9,1016,rainbowstream,1126
377,1,89,Out of Time,0.5,10+0,rustam9,1025,madmadge,1153
378,1,42,Mate,0,10+0,rustam9,1047,brainsurgery,1151
379,1,8,Out of Time,0,10+0,gabriel_ml,998,rustam9,1016
380,1,101,Out of Time,1,10+0,gus247,1127,rustam9,1044
381,1,65,Out of Time,1,10+0,rustam9,1020,cromanoide,1200
382,1,60,Mate,0,10+0,rustam9,1069,ck666,1071
383,1,71,Draw,0.5,10+0,ck666,1071,rustam9,1068
384,1,44,Resign,0,10+0,rustam9,1115,davidmcdavidface,1223
385,1,20,Resign,0,10+0,rustam9,1190,danst3rs,1213
386,1,41,Resign,1,10+0,sergeares,1337,rustam9,1337
387,1,40,Resign,0,10+0,rustam9,1500,mijndochterenik2151,1500
388,1,27,Resign,1,25+25,olaih85,1500,wk2407,1571
389,1,59,Resign,0,15+10,spikyturtle,1367,josepoliutla,1866
390,1,19,Mate,1,10+0,lodowy,1590,spikyturtle,1373
391,1,50,Mate,0,10+0,spikyturtle,1377,vitruvio,1667
392,1,34,Resign,0,10+0,master22ar,1558,spikyturtle,1358
393,1,15,Mate,1,5+8,rfabian,1476,spikyturtle,1367
394,1,52,Resign,0,5+8,spikyturtle,1376,rfabian,1469
395,1,65,Mate,1,5+8,rfabian,1460,spikyturtle,1386
396,1,67,Resign,1,10+0,spikyturtle,1372,chess133,1408
397,1,31,Resign,0,5+5,spikyturtle,1373,zuzino,2148
398,0,130,Mate,0,8+0,senormontypants,1500,jutton1,1395
399,1,125,Mate,1,8+0,pllm,1382,jutton1,1414
400,1,76,Resign,0,15+5,ahmedham,1320,jutton1,1400
401,1,121,Resign,1,15+5,jutton1,1383,ahmedham,1330
402,0,53,Resign,1,30+0,jutton1,1383,febozn,1242
403,1,116,Out of Time,0,16+0,agabek1948,1469,jutton1,1357
404,0,47,Resign,1,25+0,deekay17,959,jutton1,1357
405,0,53,Resign,1,25+0,jutton1,1357,deekay17,959
406,0,76,Mate,0,25+0,deekay17,959,jutton1,1357
407,1,110,Draw,0.5,15+10,cagliostro97,1588,metaxas,1691
408,1,67,Mate,1,15+3,cagliostro97,1541,gennai,1586
409,1,17,Resign,1,30+5,cagliostro97,1517,fora-franc,1320
410,1,39,Mate,1,25+15,putin55,1569,cagliostro97,1569
411,1,94,Resign,0,30+0,qc-patzer,1563,cagliostro97,1498
412,1,37,Resign,1,10+10,robbm,1903,cagliostro97,1512
413,1,37,Mate,1,20+0,andrea78,1612,energique,1450
414,0,34,Resign,1,15+15,sumipcg,1327,energique,1450
415,0,41,Out of Time,1,10+0,jonikss,1245,energique,1450
416,0,30,Resign,0,15+7,rolando6,1921,energique,1451
417,1,51,Resign,1,10+0,mahdifoladi,1462,energique,1464
418,1,79,Mate,1,10+0,energique,1450,transporter7506,1486
419,1,83,Resign,1,10+0,energique,1439,p4i2p0e,1418
